convolutional neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Reconstruction of Surface Kinematics From Sea Surface Height Using Neural Networks","Xiao, Qiyu; Balwada, Dhruv; Jones, C. Spencer; Herrero-Gonzalez, Mario; Smith, K. Shafer; Abernathey, Ryan","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","OCT 2023","2023","15","10","","","","","","e2023MS003709","10.1029/2023MS003709","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Automatic Identification of Thaw Slumps Based on Neural Network Methods and Thaw Slumping Susceptibility","Zhang, Huarui; Wang, Huini; Zhang, Jun; Luo, Jing; Yin, Guoan","","","","INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE","AUG 2023","2023","14","4","","","SI","539","548","","10.1007/s13753-023-00504-y","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Predicting extreme floods and droughts in East Africa using a deep learning approach","Patil, Kalpesh Ravindra; Doi, Takeshi; Behera, Swadhin K.","","","","NPJ CLIMATE AND ATMOSPHERIC SCIENCE","AUG 3 2023","2023","6","1","","","","","","108","10.1038/s41612-023-00435-x","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"A framework base on deep neural network (DNN) for land use land cover (LULC) and rice crop classification without using survey data","Rasheed, Mamoon Ur; Mahmood, Syed Amer","","","","CLIMATE DYNAMICS","DEC 2023","2023","61","11-12","","","","5629","5652","","10.1007/s00382-023-06874-9","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Predicting Region-Dependent Biases in a<i> GOES</i><i>-16</i> Machine Learning Precipitation Retrieval","Goldenstern, Eric; Kummerow, Christian","","","","JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY","JUL 2023","2023","62","7","","","","873","885","","10.1175/JAMC-D-22-0089.1","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Hybrid Deep Learning Model for Mean Hourly Irradiance Probabilistic Forecasting","Sansine, Vateanui; Ortega, Pascal; Hissel, Daniel; Ferrucci, Franco","","","","ATMOSPHERE","JUL 2023","2023","14","7","","","","","","1192","10.3390/atmos14071192","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Structural Forecasting for Short-Term Tropical Cyclone Intensity Guidance","McNeely, Trey; Khokhlov, Pavel; Dalmasso, Niccolo; Wood, Kimberly M.; Lee, Ann B.","","","","WEATHER AND FORECASTING","JUN 2023","2023","38","6","","","","985","998","","10.1175/WAF-D-22-0111.1","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Unsupervised Clustering and Supervised Machine Learning for Lightning Classification: Application to Identifying EIPs for Ground-Based TGF Detection","Pu, Yunjiao; Cummer, Steven A.; Lyu, Fanchao; Zheng, Yu; Briggs, Michael S.; Lesage, Stephen; Mailyan, Bagrat; Roberts, Oliver J.","","","","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES","MAY 16 2023","2023","128","9","","","","","","e2022JD038369","10.1029/2022JD038369","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Supervised machine learning to estimate instabilities in chaotic systems: Estimation of local Lyapunov exponents","Ayers, Daniel; Lau, Jack; Amezcua, Javier; Carrassi, Alberto; Ojha, Varun","","","","QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY","APR 2023","2023","149","753","","","","1236","1262","","10.1002/qj.4450","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Extreme and severe convective weather disasters: A dual-polarization radar nowcasting method based on physical constraints and a deep neural network model","Wang, Lei; Dong, Yuanchang; Zhang, Chenghong; Heng, Zhiwei","","","","ATMOSPHERIC RESEARCH","JUL 1 2023","2023","289","","","","","","","106750","10.1016/j.atmosres.2023.106750","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"The Education and Research 3D Radiative Transfer Toolbox (EaR<SUP>3</SUP>T) - towards the mitigation of 3D bias in airborne and spaceborne passive imagery cloud retrievals","Chen, Hong; Schmidt, K. Sebastian; Massie, Steven T.; Nataraja, Vikas; Norgren, Matthew S.; Gristey, Jake J.; Feingold, Graham; Holz, Robert E.; Iwabuchi, Hironobu","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","APR 14 2023","2023","16","7","","","","1971","2000","","10.5194/amt-16-1971-2023","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"A Hybrid Deep Learning Model for Air Quality Prediction Based on the Time-Frequency Domain Relationship","Xu, Rui; Wang, Deke; Li, Jian; Wan, Hang; Shen, Shiming; Guo, Xin","","","","ATMOSPHERE","FEB 2023","2023","14","2","","","","","","405","10.3390/atmos14020405","","","3","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"An attention-based domain spatial-temporal meta-learning (ADST-ML) approach for PM<sub>2.5</sub> concentration dynamics prediction","Yang, Xingyu; Zhang, Zhongrong","","","","URBAN CLIMATE","JAN 2023","2023","47","","","","","","","101363","10.1016/j.uclim.2022.101363","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"An improved near-real-time precipitation retrieval for Brazil","Pfreundschuh, Simon; Ingemarsson, Ingrid; Eriksson, Patrick; Vila, Daniel A.; Calheiros, Alan J. P.","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","DEC 1 2022","2022","15","23","","","","6907","6933","","10.5194/amt-15-6907-2022","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Convolutional Neural Network Model to Predict Outdoor Comfort UTCI Microclimate Map","Zhong, Guodong","","","","ATMOSPHERE","NOV 2022","2022","13","11","","","","","","1860","10.3390/atmos13111860","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"DeepPrecip: a deep neural network for precipitation retrievals","King, Fraser; Duffy, George; Milani, Lisa; Fletcher, Christopher G.; Pettersen, Claire; Ebell, Kerstin","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","OCT 21 2022","2022","15","20","","","","6035","6050","","10.5194/amt-15-6035-2022","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Early-onset trend in European summer caused by Greenland topographic effect","Son, Jun-Hyeok; Kim, Nam-Hoon; Kim, Go-Un; Chu, Jung-Eun; Park, Jae-Heung; Kwon, Jae-il; Heo, Ki-Young","","","","ENVIRONMENTAL RESEARCH LETTERS","OCT 1 2022","2022","17","10","","","","","","104039","10.1088/1748-9326/ac94e7","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Establishing a GIS-based evaluation method considering spatial heterogeneity for debris flow susceptibility mapping at the regional scale","Qin, Shengwu; Qiao, Shuangshuang; Yao, Jingyu; Zhang, Lingshuai; Liu, Xiaowei; Guo, Xu; Chen, Yang; Sun, Jingbo","","","","NATURAL HAZARDS","DEC 2022","2022","114","3","","","","2709","2738","","10.1007/s11069-022-05487-5","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Fine-Grained Individual Air Quality Index (IAQI) Prediction Based on Spatial-Temporal Causal Convolution Network: A Case Study of Shanghai","Liu, Xiliang; Zhao, Junjie; Lin, Shaofu; Li, Jianqiang; Wang, Shaohua; Zhang, Yumin; Gao, Yuyao; Chai, Jinchuan","","","","ATMOSPHERE","JUN 2022","2022","13","6","","","","","","959","10.3390/atmos13060959","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"Preliminary Evaluation of Hai-Nan Lightning Detection Network (HNLDN)","Yang, Qingliu; Wang, Jiaquan; Zhou, Xiao; Yuan, Shangbo; Meng, Xiaoyang; Xiao, Fang; Jin, Hongling; Xue, Weiqing; Ma, Qiming","","","","RADIO SCIENCE","SEP 2021","2021","56","9","","","","","","e2021RS007321","10.1029/2021RS007321","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Visual Weather Property Prediction by Multi-Task Learning and Two-Dimensional RNNs","Chu, Wei-Ta; Liang, Yu-Hsuan; Ho, Kai-Chia","","","","ATMOSPHERE","MAY 2021","2021","12","5","","","","","","584","10.3390/atmos12050584","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"A feasibility study to use machine learning as an inversion algorithm for aerosol profile and property retrieval from multi-axis differential absorption spectroscopy measurements","Dong, Yun; Spinei, Elena; Karpatne, Anuj","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","OCT 16 2020","2020","13","10","","","","5537","5550","","10.5194/amt-13-5537-2020","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2"
"VARENN: graphical representation of periodic data and application to climate studies","Ise, Takeshi; Oba, Yurika","","","","NPJ CLIMATE AND ATMOSPHERIC SCIENCE","JUL 6 2020","2020","3","1","","","","","","26","10.1038/s41612-020-0129-x","","","3","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0"
